,Word Unit,Count,Probability
6592,"('got', 'see') ",3,5.75E-05
6620,"('<s>', 'catching') ",3,5.75E-05
6650,"('new', 'iphone') ",3,5.75E-05
6662,"('phone', 'calls') ",3,5.75E-05
6683,"('still', 'feel') ",3,5.75E-05
6845,"('everyone', 'else') ",3,5.75E-05
6848,"('planned', '</s>') ",3,5.75E-05
6911,"('gonna', 'miss') ",3,5.75E-05
7032,"('years', '</s>') ",3,5.75E-05
7054,"('<s>', 'sitting') ",3,5.75E-05
7116,"('full', 'moon') ",3,5.75E-05
7124,"('day', 'good') ",3,5.75E-05
7138,"('tomorrow', 'hopefully') ",3,5.75E-05
7143,"('online', '</s>') ",3,5.75E-05
7165,"('sunday', 'afternoon') ",3,5.75E-05
7255,"('<s>', 'feels') ",3,5.75E-05
7279,"('happy', 'day') ",3,5.75E-05
7306,"('going', 'like') ",3,5.75E-05
7321,"('stuck', 'work') ",3,5.75E-05
7324,"('two', 'days') ",3,5.75E-05
7361,"('home', 'alone') ",3,5.75E-05
7364,"('lame', '</s>') ",3,5.75E-05
7503,"('think', 'going') ",3,5.75E-05
7515,"('<s>', 'dannymcfly') ",3,5.75E-05
7579,"('watching', 'hills') ",3,5.75E-05
7608,"('<s>', 'packing') ",3,5.75E-05
7629,"('everything', '</s>') ",3,5.75E-05
7656,"('weather', '</s>') ",3,5.75E-05
7671,"('<s>', 'nothin') ",3,5.75E-05
7686,"('talk', '</s>') ",3,5.75E-05
7696,"('got', 'caught') ",3,5.75E-05
7788,"('sigh', '</s>') ",3,5.75E-05
7818,"('look', 'forward') ",3,5.75E-05
7959,"('confused', '</s>') ",3,5.75E-05
8092,"('funny', '</s>') ",3,5.75E-05
8142,"('<s>', 'wanted') ",3,5.75E-05
8189,"('really', 'bad') ",3,5.75E-05
8258,"('today', 'still') ",3,5.75E-05
8317,"('try', 'sleep') ",3,5.75E-05
8319,"('early', 'today') ",3,5.75E-05
8358,"('posted', '</s>') ",3,5.75E-05
8458,"('train', '</s>') ",3,5.75E-05
8526,"('someone', '</s>') ",3,5.75E-05
8540,"('like', 'new') ",3,5.75E-05
8646,"('<s>', 'little') ",3,5.75E-05
8661,"('<s>', 'hoping') ",3,5.75E-05
8721,"('lol', 'know') ",3,5.75E-05
8736,"('tomorrow', 'morning') ",3,5.75E-05
8779,"('one', 'one') ",3,5.75E-05
8802,"('wont', 'get') ",3,5.75E-05
8837,"('first', 'day') ",3,5.75E-05
8983,"('pics', '</s>') ",3,5.75E-05
9052,"('<s>', 'talking') ",3,5.75E-05
9135,"('star', 'trek') ",3,5.75E-05
9235,"('need', 'see') ",3,5.75E-05
9248,"('three', 'days') ",3,5.75E-05
9467,"('toast', '</s>') ",3,5.75E-05
9522,"('time', 'got') ",3,5.75E-05
9548,"('lovely', 'day') ",3,5.75E-05
9573,"('<s>', 'head') ",3,5.75E-05
9648,"('day', 'tomorrow') ",3,5.75E-05
9693,"('<s>', 'update') ",3,5.75E-05
9738,"('poo', '</s>') ",3,5.75E-05
9774,"('going', 'watch') ",3,5.75E-05
9823,"('miss', 'lol') ",3,5.75E-05
9839,"('alot', '</s>') ",3,5.75E-05
9842,"('new', 'glasses') ",3,5.75E-05
9843,"('glasses', '</s>') ",3,5.75E-05
9891,"('<s>', 'bad') ",3,5.75E-05
9910,"('sunny', 'outside') ",3,5.75E-05
9933,"('<s>', 'hanging') ",3,5.75E-05
10003,"('<s>', 'already') ",3,5.75E-05
10042,"('goes', '</s>') ",3,5.75E-05
10064,"('anything', 'good') ",3,5.75E-05
10076,"('really', 'wanted') ",3,5.75E-05
10283,"('<s>', 'hahaha') ",3,5.75E-05
10380,"('shit', '</s>') ",3,5.75E-05
10392,"('cake', 'cake') ",3,5.75E-05
10616,"('<s>', 'bout') ",3,5.75E-05
10710,"('hard', 'time') ",3,5.75E-05
10774,"('much', 'today') ",3,5.75E-05
10833,"('bummer', '</s>') ",3,5.75E-05
10894,"('new', 'york') ",3,5.75E-05
10908,"('true', 'blood') ",3,5.75E-05
11053,"('never', 'late') ",3,5.75E-05
11249,"('box', '</s>') ",3,5.75E-05
11288,"('studying', '</s>') ",3,5.75E-05
11389,"('end', '</s>') ",3,5.75E-05
11412,"('jon', 'kate') ",3,5.75E-05
11670,"('person', '</s>') ",3,5.75E-05
11761,"('thanks', 'follow') ",3,5.75E-05
11766,"('<s>', 'lot') ",3,5.75E-05
11806,"('<s>', 'ddlovato') ",3,5.75E-05
11821,"('bored', '</s>') ",3,5.75E-05
11894,"('anytime', '</s>') ",3,5.75E-05
11903,"('either', 'way') ",3,5.75E-05
11955,"('new', 'job') ",3,5.75E-05
12247,"('whats', 'going') ",3,5.75E-05
12268,"('woke', 'nap') ",3,5.75E-05
12311,"('iphone', '</s>') ",3,5.75E-05
12404,"('<s>', 'pretty') ",3,5.75E-05
12500,"('quot', 'lol') ",3,5.75E-05
12584,"('year', 'old') ",3,5.75E-05
12664,"('feel', 'pain') ",3,5.75E-05
12686,"('stay', 'tuned') ",3,5.75E-05
12779,"('mornings', '</s>') ",3,5.75E-05
12863,"('could', 'make') ",3,5.75E-05
12864,"('make', 'one') ",3,5.75E-05
12955,"('last', 'week') ",3,5.75E-05
13019,"('days', 'ago') ",3,5.75E-05
13132,"('<s>', 'fucking') ",3,5.75E-05
13141,"('mean', '</s>') ",3,5.75E-05
13379,"('today', 'one') ",3,5.75E-05
13522,"('myspace', 'com') ",3,5.75E-05
13573,"('city', '</s>') ",3,5.75E-05
13782,"('apprentice', '</s>') ",3,5.75E-05
13803,"('<s>', 'two') ",3,5.75E-05
13870,"('look', '</s>') ",3,5.75E-05
13884,"('time', 'bed') ",3,5.75E-05
13985,"('<s>', 'tonight') ",3,5.75E-05
14074,"('love', 'thank') ",3,5.75E-05
14163,"('get', 'rid') ",3,5.75E-05
14179,"('gonna', 'get') ",3,5.75E-05
14449,"('<s>', 'give') ",3,5.75E-05
14592,"('email', '</s>') ",3,5.75E-05
14624,"('starts', 'tomorrow') ",3,5.75E-05
14768,"('mtv', 'movie') ",3,5.75E-05
14880,"('stay', 'home') ",3,5.75E-05
14953,"('sims', '</s>') ",3,5.75E-05
15003,"('cant', '</s>') ",3,5.75E-05
15244,"('<s>', 'dropped') ",3,5.75E-05
15563,"('camera', '</s>') ",3,5.75E-05
15564,"('<s>', 'wonder') ",3,5.75E-05
15634,"('get', 'work') ",3,5.75E-05
15648,"('<s>', 'bedtime') ",3,5.75E-05
15703,"('pack', '</s>') ",3,5.75E-05
16070,"('<s>', 'mrs') ",3,5.75E-05
16200,"('fine', '</s>') ",3,5.75E-05
16222,"('maybe', 'ill') ",3,5.75E-05
16233,"('eat', '</s>') ",3,5.75E-05
16622,"('months', '</s>') ",3,5.75E-05
16708,"('thats', 'good') ",3,5.75E-05
16744,"('<s>', 'saw') ",3,5.75E-05
16892,"('work', 'day') ",3,5.75E-05
17049,"('man', 'really') ",3,5.75E-05
17088,"('dont', 'kno') ",3,5.75E-05
17116,"('flu', '</s>') ",3,5.75E-05
17128,"('need', 'help') ",3,5.75E-05
17141,"('tweet', 'later') ",3,5.75E-05
17317,"('finished', 'watching') ",3,5.75E-05
17318,"('watching', 'quot') ",3,5.75E-05
17434,"('<s>', 'ahhhh') ",3,5.75E-05
17528,"('roll', '</s>') ",3,5.75E-05
17577,"('feel', 'left') ",3,5.75E-05
17599,"('like', 'watch') ",3,5.75E-05
17723,"('fail', '</s>') ",3,5.75E-05
17859,"('happened', '</s>') ",3,5.75E-05
17975,"('<s>', 'uploading') ",3,5.75E-05
18155,"('long', 'time') ",3,5.75E-05
18290,"('auction', '</s>') ",3,5.75E-05
18975,"('pretty', 'much') ",3,5.75E-05
19063,"('listening', 'music') ",3,5.75E-05
19123,"('<s>', 'testing') ",3,5.75E-05
19667,"('<s>', 'doesnt') ",3,5.75E-05
19695,"('arrived', '</s>') ",3,5.75E-05
19806,"('know', 'like') ",3,5.75E-05
19841,"('<s>', 'much') ",3,5.75E-05
20144,"('free', '</s>') ",3,5.75E-05
20639,"('harry', 'potter') ",3,5.75E-05
20677,"('<s>', 'dannywood') ",3,5.75E-05
21062,"('<s>', 'fuck') ",3,5.75E-05
21257,"('see', 'movie') ",3,5.75E-05
21351,"('bless', '</s>') ",3,5.75E-05
21417,"('today', 'feel') ",3,5.75E-05
21516,"('senior', '</s>') ",3,5.75E-05
21710,"('today', 'good') ",3,5.75E-05
21813,"('miss', 'much') ",3,5.75E-05
21954,"('best', 'friends') ",3,5.75E-05
21968,"('<s>', 'first') ",3,5.75E-05
21978,"('crazy', '</s>') ",3,5.75E-05
22240,"('anyway', '</s>') ",3,5.75E-05
22442,"('dont', 'feel') ",3,5.75E-05
22493,"('<s>', 'supernatural') ",3,5.75E-05
22819,"('<s>', 'since') ",3,5.75E-05
22822,"('taking', 'time') ",3,5.75E-05
23639,"('work', 'tonight') ",3,5.75E-05
24161,"('eat', 'soon') ",3,5.75E-05
24512,"('get', 'tickets') ",3,5.75E-05
24999,"('works', '</s>') ",3,5.75E-05
25801,"('going', 'see') ",3,5.75E-05
28856,"('best', '</s>') ",3,5.75E-05
28951,"('hmm', '</s>') ",3,5.75E-05
29346,"('hey', 'hey') ",3,5.75E-05
29389,"('going', 'movies') ",3,5.75E-05
3,"('scared', '</s>') ",2,2.25E-05
22,"('cowboy', '</s>') ",2,2.25E-05
38,"('aww', 'worry') ",2,2.25E-05
64,"('ready', 'church') ",2,2.25E-05
110,"('another', 'day') ",2,2.25E-05
115,"('others', '</s>') ",2,2.25E-05
121,"('thanks', 'lol') ",2,2.25E-05
143,"('nothing', 'like') ",2,2.25E-05
152,"('lol', 'help') ",2,2.25E-05
156,"('montana', '</s>') ",2,2.25E-05
164,"('iranelection', '</s>') ",2,2.25E-05
188,"('see', 'amazing') ",2,2.25E-05
199,"('whole', 'day') ",2,2.25E-05
211,"('<s>', 'wont') ",2,2.25E-05
233,"('going', 'miss') ",2,2.25E-05
242,"('shirt', '</s>') ",2,2.25E-05
284,"('work', 'time') ",2,2.25E-05
287,"('eating', 'chocolate') ",2,2.25E-05
295,"('<s>', 'missed') ",2,2.25E-05
323,"('phone', 'tweet') ",2,2.25E-05
340,"('mentioning', '</s>') ",2,2.25E-05
365,"('yum', '</s>') ",2,2.25E-05
372,"('stupid', 'twitter') ",2,2.25E-05
382,"('need', 'hug') ",2,2.25E-05
383,"('hug', '</s>') ",2,2.25E-05
386,"('wanna', 'wake') ",2,2.25E-05
388,"('quot', 'love') ",2,2.25E-05
468,"('new', 'body') ",2,2.25E-05
478,"('goodnight', 'everybody') ",2,2.25E-05
481,"('tomorrow', 'night') ",2,2.25E-05
486,"('<s>', 'alright') ",2,2.25E-05
503,"('trying', 'figure') ",2,2.25E-05
525,"('thursday', 'thursday') ",2,2.25E-05
545,"('like', 'feel') ",2,2.25E-05
553,"('know', 'please') ",2,2.25E-05
574,"('read', 'little') ",2,2.25E-05
580,"('year', 'amp') ",2,2.25E-05
592,"('today', 'well') ",2,2.25E-05
598,"('attention', '</s>') ",2,2.25E-05
630,"('<s>', 'test') ",2,2.25E-05
646,"('make', 'laugh') ",2,2.25E-05
647,"('laugh', '</s>') ",2,2.25E-05
660,"('clean', 'room') ",2,2.25E-05
661,"('room', '</s>') ",2,2.25E-05
674,"('case', 'power') ",2,2.25E-05
710,"('<s>', 'courtney') ",2,2.25E-05
718,"('grad', 'party') ",2,2.25E-05
725,"('really', 'needs') ",2,2.25E-05
744,"('went', 'bed') ",2,2.25E-05
766,"('york', '</s>') ",2,2.25E-05
794,"('<s>', 'tweetdeck') ",2,2.25E-05
799,"('<s>', 'hair') ",2,2.25E-05
805,"('day', 'mothers') ",2,2.25E-05
813,"('quot', 'hills') ",2,2.25E-05
822,"('missing', '</s>') ",2,2.25E-05
823,"('<s>', 'hell') ",2,2.25E-05
825,"('weekend', 'one') ",2,2.25E-05
831,"('sad', 'sad') ",2,2.25E-05
851,"('able', 'make') ",2,2.25E-05
856,"('really', 'tired') ",2,2.25E-05
875,"('test', 'tomorrow') ",2,2.25E-05
894,"('quot', 'muthu') ",2,2.25E-05
903,"('would', 'come') ",2,2.25E-05
907,"('wtf', '</s>') ",2,2.25E-05
929,"('rip', '</s>') ",2,2.25E-05
946,"('day', 'kids') ",2,2.25E-05
948,"('still', 'school') ",2,2.25E-05
955,"('<s>', 'shower') ",2,2.25E-05
965,"('yet', 'another') ",2,2.25E-05
975,"('looking', 'like') ",2,2.25E-05
979,"('<s>', 'away') ",2,2.25E-05
1016,"('always', 'makes') ",2,2.25E-05
1059,"('still', 'hurts') ",2,2.25E-05
1070,"('watch', 'lot') ",2,2.25E-05
1112,"('knew', '</s>') ",2,2.25E-05
1133,"('night', 'soon') ",2,2.25E-05
1140,"('<s>', 'use') ",2,2.25E-05
1199,"('get', 'chance') ",2,2.25E-05
1203,"('longer', '</s>') ",2,2.25E-05
1286,"('mommy', '</s>') ",2,2.25E-05
1298,"('stuck', 'head') ",2,2.25E-05
1365,"('gonna', 'good') ",2,2.25E-05
1373,"('<s>', 'stephenfry') ",2,2.25E-05
1379,"('long', 'trip') ",2,2.25E-05
1383,"('london', '</s>') ",2,2.25E-05
1390,"('plane', 'full') ",2,2.25E-05
1391,"('full', 'people') ",2,2.25E-05
1399,"('screwed', '</s>') ",2,2.25E-05
1410,"('public', 'toilets') ",2,2.25E-05
1412,"('<s>', 'enjoy') ",2,2.25E-05
1426,"('yeah', 'thanks') ",2,2.25E-05
1432,"('posted', 'last') ",2,2.25E-05
1477,"('really', 'wanna') ",2,2.25E-05
1512,"('mcflyinmanila', 'mcflyinmanila') ",2,2.25E-05
1525,"('<s>', 'ready') ",2,2.25E-05
1545,"('back', 'see') ",2,2.25E-05
1557,"('gotta', 'love') ",2,2.25E-05
1563,"('never', 'gonna') ",2,2.25E-05
1568,"('get', 'meet') ",2,2.25E-05
1581,"('hey', 'love') ",2,2.25E-05
1582,"('love', 'idea') ",2,2.25E-05
1594,"('two', 'different') ",2,2.25E-05
1615,"('cannot', 'compare') ",2,2.25E-05
1629,"('mmm', '</s>') ",2,2.25E-05
1675,"('would', 'make') ",2,2.25E-05
1681,"('<s>', 'busy') ",2,2.25E-05
1683,"('day', 'gotta') ",2,2.25E-05
1713,"('<s>', 'came') ",2,2.25E-05
1749,"('lol', 'wish') ",2,2.25E-05
1760,"('<s>', 'followers') ",2,2.25E-05
1771,"('scary', '</s>') ",2,2.25E-05
1789,"('<s>', 'probably') ",2,2.25E-05
1801,"('want', 'want') ",2,2.25E-05
1804,"('still', 'work') ",2,2.25E-05
1809,"('soooo', 'tired') ",2,2.25E-05
1841,"('<s>', 'swear') ",2,2.25E-05
1851,"('past', 'days') ",2,2.25E-05
1875,"('three', 'weeks') ",2,2.25E-05
1886,"('year', 'olds') ",2,2.25E-05
1891,"('miley', 'cyrus') ",2,2.25E-05
1894,"('feeling', 'sick') ",2,2.25E-05
1903,"('virginia', '</s>') ",2,2.25E-05
1904,"('<s>', 'realized') ",2,2.25E-05
1917,"('get', 'food') ",2,2.25E-05
1983,"('thanks', 'going') ",2,2.25E-05
2016,"('blackberry', '</s>') ",2,2.25E-05
2034,"('brazil', '</s>') ",2,2.25E-05
2051,"('happy', 'lol') ",2,2.25E-05
2086,"('something', 'like') ",2,2.25E-05
2087,"('like', 'work') ",2,2.25E-05
2144,"('sad', 'times') ",2,2.25E-05
2192,"('feel', 'old') ",2,2.25E-05
2201,"('<s>', 'question') ",2,2.25E-05
2215,"('sunday', 'evening') ",2,2.25E-05
2224,"('forward', 'seeing') ",2,2.25E-05
2243,"('<s>', 'kristenstewart') ",2,2.25E-05
2251,"('looks', 'good') ",2,2.25E-05
2293,"('water', '</s>') ",2,2.25E-05
2321,"('yeah', 'missed') ",2,2.25E-05
2346,"('found', 'new') ",2,2.25E-05
2360,"('enjoy', '</s>') ",2,2.25E-05
2373,"('sad', 'amp') ",2,2.25E-05
2404,"('dont', 'think') ",2,2.25E-05
2441,"('<s>', 'joined') ",2,2.25E-05
2442,"('joined', 'twitter') ",2,2.25E-05
2447,"('hope', 'like') ",2,2.25E-05
2485,"('gone', 'way') ",2,2.25E-05
2496,"('wait', 'til') ",2,2.25E-05
2508,"('first', 'called') ",2,2.25E-05
2520,"('<s>', 'bah') ",2,2.25E-05
2535,"('<s>', 'peterfacinelli') ",2,2.25E-05
2547,"('word', 'quot') ",2,2.25E-05
2601,"('well', 'nice') ",2,2.25E-05
2624,"('amp', 'weekend') ",2,2.25E-05
2659,"('plan', '</s>') ",2,2.25E-05
2665,"('super', 'tired') ",2,2.25E-05
2681,"('want', 'one') ",2,2.25E-05
2683,"('bring', 'back') ",2,2.25E-05
2684,"('back', 'memories') ",2,2.25E-05
2700,"('hope', 'good') ",2,2.25E-05
2701,"('good', 'tweet') ",2,2.25E-05
2770,"('blog', 'post') ",2,2.25E-05
2778,"('scifi', 'channel') ",2,2.25E-05
2786,"('finished', 'eating') ",2,2.25E-05
2787,"('eating', 'lunch') ",2,2.25E-05
2813,"('hate', 'waking') ",2,2.25E-05
2814,"('waking', 'early') ",2,2.25E-05
2826,"('lost', '</s>') ",2,2.25E-05
2829,"('day', 'sleep') ",2,2.25E-05
2843,"('country', '</s>') ",2,2.25E-05
2880,"('seems', 'like') ",2,2.25E-05
2884,"('one', 'today') ",2,2.25E-05
2889,"('fun', 'really') ",2,2.25E-05
2901,"('<s>', 'basically') ",2,2.25E-05
2943,"('thanks', 'really') ",2,2.25E-05
2979,"('getting', 'used') ",2,2.25E-05
2980,"('used', 'time') ",2,2.25E-05
2997,"('told', 'look') ",2,2.25E-05
3000,"('haha', 'lol') ",2,2.25E-05
3004,"('awesome', 'great') ",2,2.25E-05
3060,"('quot', 'know') ",2,2.25E-05
3062,"('btw', 'coming') ",2,2.25E-05
3078,"('like', 'going') ",2,2.25E-05
3079,"('going', 'nice') ",2,2.25E-05
3081,"('weather', 'today') ",2,2.25E-05
3124,"('sure', 'able') ",2,2.25E-05
3183,"('need', 'want') ",2,2.25E-05
3217,"('instead', '</s>') ",2,2.25E-05
3238,"('could', 'afford') ",2,2.25E-05
3240,"('half', 'way') ",2,2.25E-05
3244,"('<s>', 'waking') ",2,2.25E-05
3278,"('haha', 'yes') ",2,2.25E-05
3279,"('yes', 'next') ",2,2.25E-05
3318,"('work', 'early') ",2,2.25E-05
3336,"('dry', '</s>') ",2,2.25E-05
3351,"('<s>', 'misses') ",2,2.25E-05
3355,"('thinking', '</s>') ",2,2.25E-05
3359,"('good', 'one') ",2,2.25E-05
3378,"('buy', 'anything') ",2,2.25E-05
3397,"('ftw', '</s>') ",2,2.25E-05
3433,"('draw', '</s>') ",2,2.25E-05
3444,"('today', 'really') ",2,2.25E-05
3460,"('dew', 'tour') ",2,2.25E-05
3463,"('didnt', 'win') ",2,2.25E-05
3477,"('shopping', '</s>') ",2,2.25E-05
3478,"('<s>', 'dammit') ",2,2.25E-05
3521,"('feeling', 'good') ",2,2.25E-05
3523,"('hope', 'getting') ",2,2.25E-05
3553,"('great', 'idea') ",2,2.25E-05
3563,"('drive', 'around') ",2,2.25E-05
3580,"('drink', '</s>') ",2,2.25E-05
3582,"('made', 'new') ",2,2.25E-05
3583,"('new', 'hair') ",2,2.25E-05
3595,"('far', 'away') ",2,2.25E-05
3597,"('<s>', 'starting') ",2,2.25E-05
3612,"('<s>', 'lilicosic') ",2,2.25E-05
3624,"('min', 'ago') ",2,2.25E-05
3654,"('new', 'sidekick') ",2,2.25E-05
3666,"('good', 'sense') ",2,2.25E-05
3667,"('sense', 'humor') ",2,2.25E-05
3668,"('humor', '</s>') ",2,2.25E-05
3673,"('room', 'happy') ",2,2.25E-05
3678,"('<s>', 'failed') ",2,2.25E-05
3734,"('late', 'lol') ",2,2.25E-05
3735,"('lol', 'always') ",2,2.25E-05
3750,"('<s>', 'taking') ",2,2.25E-05
3775,"('money', 'money') ",2,2.25E-05
3779,"('still', 'got') ",2,2.25E-05
3846,"('morning', 'woke') ",2,2.25E-05
3906,"('never', 'fight') ",2,2.25E-05
3907,"('fight', '</s>') ",2,2.25E-05
3908,"('<s>', 'vote') ",2,2.25E-05
3919,"('<s>', 'people') ",2,2.25E-05
3956,"('gotta', 'find') ",2,2.25E-05
3976,"('bike', 'ride') ",2,2.25E-05
4017,"('library', '</s>') ",2,2.25E-05
4032,"('<s>', 'rip') ",2,2.25E-05
4062,"('way', 'early') ",2,2.25E-05
4132,"('really', 'wonderful') ",2,2.25E-05
4137,"('cat', 'back') ",2,2.25E-05
4160,"('<s>', 'full') ",2,2.25E-05
4169,"('<s>', 'able') ",2,2.25E-05
4178,"('boy', '</s>') ",2,2.25E-05
4192,"('france', '</s>') ",2,2.25E-05
4200,"('night', 'friends') ",2,2.25E-05
4204,"('dream', 'last') ",2,2.25E-05
4205,"('last', 'nite') ",2,2.25E-05
4212,"('leave', 'alone') ",2,2.25E-05
4246,"('tour', 'dates') ",2,2.25E-05
4256,"('watch', 'hannah') ",2,2.25E-05
4274,"('god', 'hate') ",2,2.25E-05
4286,"('<s>', 'miriamcheah') ",2,2.25E-05
4308,"('weeks', 'ago') ",2,2.25E-05
4348,"('got', 'bad') ",2,2.25E-05
4366,"('morning', 'twitters') ",2,2.25E-05
4374,"('grandma', '</s>') ",2,2.25E-05
4399,"('night', 'still') ",2,2.25E-05
4423,"('time', 'low') ",2,2.25E-05
4431,"('keep', 'updated') ",2,2.25E-05
4442,"('<s>', 'rachel') ",2,2.25E-05
4469,"('pass', '</s>') ",2,2.25E-05
4480,"('legend', '</s>') ",2,2.25E-05
4487,"('awesome', 'night') ",2,2.25E-05
4494,"('totally', 'love') ",2,2.25E-05
4522,"('nothing', 'new') ",2,2.25E-05
4537,"('bad', 'day') ",2,2.25E-05
4548,"('like', 'plan') ",2,2.25E-05
4560,"('<s>', 'cleaning') ",2,2.25E-05
4563,"('benjamin', 'button') ",2,2.25E-05
4572,"('<s>', 'mcrmuffin') ",2,2.25E-05
4593,"('change', 'amp') ",2,2.25E-05
4611,"('<s>', 'chemistry') ",2,2.25E-05
4646,"('play', 'guitar') ",2,2.25E-05
4652,"('chocolate', 'covered') ",2,2.25E-05
4657,"('making', 'want') ",2,2.25E-05
4674,"('comparison', '</s>') ",2,2.25E-05
4711,"('thing', 'really') ",2,2.25E-05
4733,"('miss', 'friend') ",2,2.25E-05
4756,"('something', 'else') ",2,2.25E-05
4757,"('else', '</s>') ",2,2.25E-05
4758,"('<s>', 'lauren') ",2,2.25E-05
4779,"('new', 'ipod') ",2,2.25E-05
4828,"('waiting', 'watch') ",2,2.25E-05
4835,"('las', 'night') ",2,2.25E-05
4863,"('feeling', 'little') ",2,2.25E-05
4865,"('better', 'thanks') ",2,2.25E-05
4888,"('<s>', 'countdown') ",2,2.25E-05
4894,"('health', 'day') ",2,2.25E-05
4924,"('well', 'work') ",2,2.25E-05
4936,"('think', 'awesome') ",2,2.25E-05
4966,"('jealous', 'want') ",2,2.25E-05
4979,"('hell', '</s>') ",2,2.25E-05
5009,"('though', 'right') ",2,2.25E-05
5019,"('seen', '</s>') ",2,2.25E-05
5028,"('best', 'day') ",2,2.25E-05
5038,"('rest', '</s>') ",2,2.25E-05
5059,"('would', '</s>') ",2,2.25E-05
5060,"('<s>', 'lunch') ",2,2.25E-05
5069,"('many', 'things') ",2,2.25E-05
5090,"('dust', '</s>') ",2,2.25E-05
5098,"('hard', 'way') ",2,2.25E-05
5112,"('<s>', 'learned') ",2,2.25E-05
5125,"('luv', '</s>') ",2,2.25E-05
5136,"('following', 'following') ",2,2.25E-05
5137,"('following', 'amp') ",2,2.25E-05
5141,"('find', 'box') ",2,2.25E-05
5158,"('really', 'cool') ",2,2.25E-05
5163,"('wont', 'work') ",2,2.25E-05
5170,"('<s>', 'train') ",2,2.25E-05
5176,"('hotel', '</s>') ",2,2.25E-05
5184,"('hard', 'find') ",2,2.25E-05
5191,"('<s>', 'picked') ",2,2.25E-05
5198,"('<s>', 'thinks') ",2,2.25E-05
5200,"('smoked', 'salmon') ",2,2.25E-05
5205,"('sunday', 'morning') ",2,2.25E-05
5216,"('loss', '</s>') ",2,2.25E-05
5220,"('tho', 'got') ",2,2.25E-05
5222,"('college', '</s>') ",2,2.25E-05
5231,"('quot', 'bring') ",2,2.25E-05
5269,"('school', 'happy') ",2,2.25E-05
5274,"('one', 'play') ",2,2.25E-05
5283,"('followers', 'thanks') ",2,2.25E-05
5284,"('thanks', 'new') ",2,2.25E-05
5296,"('app', 'store') ",2,2.25E-05
5340,"('use', 'twitter') ",2,2.25E-05
5377,"('eww', '</s>') ",2,2.25E-05
5394,"('<s>', 'lots') ",2,2.25E-05
5411,"('thats', 'sad') ",2,2.25E-05
5418,"('five', 'hours') ",2,2.25E-05
5442,"('another', 'one') ",2,2.25E-05
5473,"('shopping', 'today') ",2,2.25E-05
5526,"('interviews', '</s>') ",2,2.25E-05
5567,"('original', '</s>') ",2,2.25E-05
5571,"('way', 'start') ",2,2.25E-05
5574,"('ouch', '</s>') ",2,2.25E-05
5613,"('start', 'day') ",2,2.25E-05
5637,"('nice', 'place') ",2,2.25E-05
5647,"('gone', 'week') ",2,2.25E-05
5664,"('girl', '</s>') ",2,2.25E-05
5675,"('maths', 'exam') ",2,2.25E-05
5684,"('talking', 'friends') ",2,2.25E-05
5698,"('<s>', 'songzyuuup') ",2,2.25E-05
5714,"('miss', 'home') ",2,2.25E-05
5726,"('<s>', 'never') ",2,2.25E-05
5733,"('everyone', 'twitter') ",2,2.25E-05
5794,"('yes', 'please') ",2,2.25E-05
5800,"('like', 'said') ",2,2.25E-05
5836,"('lovely', 'sunday') ",2,2.25E-05
5839,"('beautiful', 'day') ",2,2.25E-05
5859,"('ooh', 'yeah') ",2,2.25E-05
5902,"('tonight', 'got') ",2,2.25E-05
5911,"('passed', 'away') ",2,2.25E-05
5913,"('<s>', 'leaving') ",2,2.25E-05
5925,"('know', 'want') ",2,2.25E-05
5930,"('one', 'online') ",2,2.25E-05
5938,"('anyone', 'want') ",2,2.25E-05
6016,"('break', 'heart') ",2,2.25E-05
6021,"('finally', 'home') ",2,2.25E-05
6046,"('made', 'cry') ",2,2.25E-05
6081,"('morning', 'late') ",2,2.25E-05
6096,"('soooo', 'much') ",2,2.25E-05
6102,"('kid', '</s>') ",2,2.25E-05
6115,"('want', 'new') ",2,2.25E-05
6127,"('giving', 'away') ",2,2.25E-05
6131,"('good', 'idea') ",2,2.25E-05
