,sentence,LABEL
205,mahika link wanna take look bookmark would make lot easier brain hurts,1
206,busy day gotta house chores amp get ready andrea bocelli show tonight hollywood bowl,1
207,calvinharris find cuppa hot water helps loogies know somethings better enjoy dooobai,1
208,jazzyfizza course smash,1
209,came back seeing nin want upload fav song night show,1
210,chrisworthy got word grand opening postponed credit card machine arrive,0
211,kevridesthecab stuck rin akin yung song,0
212,dsbabygirl hey grl found like hehe lol wish could sat late buy tix lol awww cant wait,1
213,followers going help,1
214,think clowns far badly decomposed funny scary,0
215,allergist aww jealous sushi roxxors piece salmon,0
216,mom appalled told ate spam tasted really good,0
217,probably getting virginia next,0
218,johnpapa friday already got fine china want want want still work,0
219,going bed soooo tired ugh sure tomorrow,1
220,writeplayrepeat probably wont make tomorrow due fact rescue friend later tonight sorry,0
221,crunchpow know going pay back soon getknifed nick paid site ill make site,0
222,swear felt earthquake lol,0
223,hautepersian ahaha,0
224,sick past days,0
225,glad truck even insured,0
226,main naheen khail raha loagon mujhay seriously lena shuroo kardia hay,0
227,mrbenrubery puppies arent ready three weeks cried much lol never fear weve found,0
228,teach year olds,1
229,hear songs miley cyrus,1
230,feeling sick resting night away hope feel better xoxo virginia,0
231,realized lost entire itunes collection day seriously day ugh,0
232,starving exhausted get food,0
233,sasha helped course,1
234,lamarlee heys thanks following,1
235,aww watching white horse taylor swift,0
236,going outside like feel rain skin yes weird know,1
237,yayyy daddy making grilled cheese get home apologize late tired yell anyways though,1
238,passing twitter flu others,1
239,traceyfalk personal records real records book,1
240,shellrawlins mooooooorning,1
241,therealjordin wow deep battlefield beautiful inspiration,1
242,pickassoreborn thanks going rain weekend,0
243,thanks canadian friends inventing crown royale right amounts problems forgotten,1
244,listening africa karl wolf quot gonna take alot drag away quot,1
245,poetrysue lol,1
246,stephenfry work blackberry,0
247,tweeting feels like death bed apparently withdrawls medicine making sick,0
248,pussycat dolls jakarta please take brazil,1
249,musewire get muse tickets fam afford expensive ones cry whenever someone says muse lie,0
250,happy lol finished deck looks awesome,1
251,littlelisa hiya hoping mobile tweets set today may drop around,1
252,think something wrong live support offline amp email taking hours come,0
253,busydiscoball yah geek term means something like work used,1
254,thanks parastoo nice friends original package quot friends quot room yoohooo,1
255,rosaliiinda practicing piano ima wash whip later muggt,0
256,summer fantastic easy ride mtb fiancee must start reading vat tax,1
257,forgot set alarm ride hope get easy miles work tomorrow racin gap,0
258,happy,0
259,diamondblvd found plugged,1
260,courtney sad times shoulda started leaving benches quot free quot post,0
261,peer pressure sucks wouldnt want kid kids mean mean kids grow mean adults,0
262,chicagolatina sorry hear make jam,1
263,marty get mixed someone used,0
264,wondering always starts pouring rain light bbq,0
265,jodie feel realising feel old ready let good times roll haha take,0
266,question,1
267,tommcfly poetry reading night love poetry rhyme song,1
268,going calgary sunday evening see caribouboy,1
269,gavin still,0
270,looking forward seeing tonight,1
271,frommystudio weekly webcomic linger bad week script art gone pretty quick,1
272,dhughesy help boobs,1
273,kristenstewart best fun,1
274,linux nut car looks good good price,1
275,gkarageorge screw read blog brother,1
276,delbertshoopman good luck footage none stations breaking live,0
277,harkaway knooow true winner also takes losing much better,1
278,welshdrew look blipping nice work try helps filter rubbish,1
279,caught drinkin water,0
280,going sleep gnite tweetys,1
281,sleep school,0
282,waiting zac brown band come ahhhhh,1
283,pirrofina tears lmao thats cute,0
284,ridiculously sick waaaah,0
285,shannynb yeah missed rove apparently twitter real,0
286,woohoo today friday gotta get today days fun,1
287,beginning hate perezhilton increasing snobbishness stemming rising fame ive found new favorite blogger,1
288,dufalbagent thanks boo,1
289,drewie thanks playing helluva movie enjoy,1
290,woke cold ish nap hope get sick,0
291,cultureshockmag sad makes sad amp colinmunroe come excited meeting waledc cracked carpal tunnel,0
292,bnp european parliament seat happened equality country coming sad times,0
293,davidarchie hahaha david exactly updates,1
294,matchesmalone yes exactly dont think consequences like humans clear remains,0
295,good afternoooon,1
296,day,0
297,dianalogs real cheese need membership,0
298,gailporter terrible programme call jeremy vile,1
299,ahhh people bipolar days even funny hahaha,1
300,laniiblunts lol love,1
301,joined twitter,1
302,bruxedo hehe hope like stuff,1
303,sadly got shocked see baby little sis got violence,0
304,miiikeo wish house last night miss,0
305,windy removedor acetona,1
306,kathybuckworth hey kathy daughter wants come clean garage bucks,1
307,hunggry,0
308,weekend gone way fast,0
309,going blue sky coming back cleaning cant wait til thursday,1
310,marylandrum nothing parents agree,0
311,tiiiink neither could first called benny,1
312,tonycarrera poor dear surgery sick seem catch break,0
313,bah hotel wireless want,0
314,got jonasbrothers new album today going concert london tonight,0
315,peterfacinelli haning friends hope family great weekend,1
316,microgeist leaving letters word quot brevity quot,1
317,quot cartographic hedgehogs quot yay,1
318,made strong squash,0
319,djtracyyoung got floor defying gravity,1
320,ankle hours amp soo nervous sleep thnk awake nite,0
321,nobody likes year one reviews read disappointed maybe like since expecting much,0
322,watch cause make smile comment rate subscribe fav,1
323,djannalyze well nice making friends,1
324,shamara link broke friend redo pls calln request sng,0
325,theroose good deal laura come know nothing,1
326,amp weekend shitt apart drama one night exactly change forever wait leave tomorrow,1
327,vbs stew jay meg sam haha,1
328,chloe amp jessica chloe peeling dead skin back gotta love herr,1
329,bigbadbob good plan,1
330,time get ready work super tired,0
331,gah stuck counter minutes vgl,0
332,sprinkers need work,1
333,tamagotchi plus color want one bring back memories,1
334,lowcountrybbq good morning hve thinking bbq already,1
335,see angels demons today early hope good tweet get back bad cant phone,0
336,back home getting ready kikuuu last day,0
337,sad family home spent many happy years sale,0
338,ayeeeee happy mother day,1
339,yet buy hayfever medication know worse sneezing fits sore irritated eyes,0
340,brandnew german basenotes presented tomorrow hamburg already online looks good moreover quot usual suspects quot already work,1
341,mcflymusic want impossible far brazil,0
342,going work next blog post getting sleep,1
343,woohoo doctor marathon scifi channel got job yaaaaay work clothingstore,1
344,finished eating lunch,1
345,katherinelunt,0
346,hmxcasey chance game would feature geetars band wait comes day bday,1
347,chantalalalaxo lykke,1
348,work always,0
349,yasmimmm thanks,1
350,hate waking early able back sleep,0
351,yay mlg columbus gay cozx instinct lost,0
352,slept day sleep night,0
353,noite,0
354,hope passed civics exam days month long trip country,1
355,hold know way,1
356,home wondering hell everybody,0
357,fejennings mooning neighbours frank whatever next haha,1
358,son breath rushed childrens mercy hospital,0
359,nicmoneymil kadi amp lizlove living saki,0
360,whedonverse bloody board updates seems like another busy one today,1
361,studying physics fun really tired,0
362,thatchickleelee love nutella though,0
363,prinzita performances horizon,0
364,basically love jethro gibbs really want see post grad summer looks great,1
365,downloading windows seven developer release yesterday,1
366,bump keychain,0
367,bored beginning realise definite leaving date makes time drag even,0
368,playing fuzzball reminds pro life,1
369,maddow thanks really worth giving army god hit,0
370,campaign get change name flof let focus real issue maxout,1
371,mfgreer lost please help find good home,0
372,finally hawaii yest awfully long yuck warm welcoming though getting used time difference aloha,1
373,jennybeeean wish live haha well yea get chance talk thanks jenny friends told look alike haha lol,0
374,hollienicole awesome great time,1
375,katiep adorable hehe yer nice day shoppin sunbathin,1
376,teenhearts favourite movie,1
377,katgkionis followfriday blind shout recomendng ppl like follow goto amp srch followfriday,1
378,hate phone refuses tweet,0
379,unpacking daydreaming came back yesterday form beautiful isle ibiza,1
380,jakesonaplane yup gonna good day,1
381,fabuleuxdestin quot rob always rob quot know btw coming,0
382,paying bills goddam pile,0
383,soooo cute size,0
384,frankmillar good morning looks like going nice weather today chicago wish awesome day,1
385,carrie underwood dream sad especially video,0
386,mishok sucks,0
387,tashadhanraj yeah say compulsory try getting job gcses laugh face,0
388,sad book store open get sweet tea,0
389,goooooooooooooood morning,1
390,love job kid wasnt sure able say day switchin furniture god movers loaner corvette yes speed,1
391,social studies funn class lunch bexttt,1
392,thank texted like text messages dont number phone identity unknown,0
393,hot today heard theres supposed storms hope,0
394,ahh finished fashion show case power point fashion design hard,0
395,king reeeally wish could goin lately,0
396,miles hope need want post ice cream top know tonsils,1
397,smoshian meh think keep following starting scare threats,1
398,listening india arie getting ready wonderful sunny day,1
399,settled great victorious game soccer work frustrations instead,1
400,amp groove starting epiphanygirl album,1
401,yvette syversen hey yvette part carrie mastermind notied post welcome,1
402,thatiusstatic way could afford half way best idea,0
403,waking going lake danielle amp giuseppe,1
404,feel good,0
405,jelly miss,0
406,sexyjoy hmm thats gonna hard store opend,1
407,way make clear never first time god never fails ever,1
408,smileytee haha yes next buy,1
409,need soon dont wanna weight aint gonna shift self lol,0
410,revise exams,0
411,deadlyseagal nice day,1
412,thekeenanator darn work actually hoping sneak away disney days haha,0
413,yeah friday nice weather want leave work early,0
414,going ten minutess bye twitter xxxx,1
415,waiting monsoon clouds rains water shortage mumbai lakes dry,0
416,lemlina aww gary larson group appeared digg com shaun bit expert sneaking groups,1
417,misses william hopes thinking,0
418,thinking watching good one tree hill bed,1
419,jithinkr ithellam yen kitta kekura anything please,1
